TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.example.Amit.exception.ErrorResponse,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,172,0.3,2,26,80,206407,1692903848531,1.0,111111111111,0.9705882352941176,1111111111111111111011111111111111,1.0,,0,0,0,0,0.9924242424242424,111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9375,11111111111111111111111111111010,1.0,111111111111,1.0,111111111111,0.9705882352941176,1111111111111111111101111111111111
